YEAR,VEHICLE_TYPE,BRAND,VEHICLE_COUNT,AGE_GROUP,AGE,RTO_REGISTRATION_YEAR
2000,OTHERS,John Deere,5765, 2-3,2,1998
2000,OTHERS,SONALIKA,2620, 2-3,2,1998
2000,OTHERS,ESCORTS,5765, 2-3,2,1998
2000,OTHERS,HITACHI,4717, 2-3,2,1998
2000,OTHERS,KOMASTU,6813, 2-3,2,1998
2000,OTHERS,XCBG,2096, 2-3,2,1998
2000,OTHERS,CATERPILLAR,3144, 2-3,2,1998
2000,OTHERS,VOLVO,3668, 2-3,2,1998
2000,TRUCK,SCANIA,4191, 3-4,3,1997
2000,TRUCK,MAN,931, 3-4,3,1997
2000,TRUCK,Tata,6520, 3-4,3,1997
2000,TRUCK,Ashok Leyland,465, 3-4,3,1997
2000,TRUCK,VOLVO,1863, 3-4,3,1997
2000,TRUCK,MAZ,6520, 3-4,3,1997
2000,TRUCK,Asia MotorWorks (AMW),3260, 3-4,3,1997
2000,TRUCK,PACCAR,3260, 3-4,3,1997
2000,TRUCK,Force Motors,4191, 3-4,3,1997
2000,TRUCK,BharatBenz,3260, 3-4,3,1997
2000,TRUCK,Hindustan Motors,6054, 3-4,3,1997
2000,TRUCK,Mercedes-Benz,931, 3-4,3,1997
2000,FOUR WHEELER,Ford ,11031, 3-4,3,1997
2000,FOUR WHEELER,Tata,13238, 3-4,3,1997
2000,FOUR WHEELER,Maruti Suzuki,3309, 3-4,3,1997
2000,FOUR WHEELER,Hyundai,5515, 3-4,3,1997
2000,FOUR WHEELER,General Motors,4412, 3-4,3,1997
2000,FOUR WHEELER,Mahindra,20960, 3-4,3,1997
2000,FOUR WHEELER,"Hero MotoCorp
",7722, 3-4,3,1997
2000,FOUR WHEELER,VOLVO,9928, 3-4,3,1997
2000,FOUR WHEELER,Force Motors,15444, 3-4,3,1997
2000,FOUR WHEELER,ISUZU,18754, 3-4,3,1997
2000,BUSE,Tata,1373, 3-4,3,1997
2000,BUSE,Ashok Leyland,305, 3-4,3,1997
2000,BUSE,SCANIA,2136, 3-4,3,1997
2000,BUSE,VOLVO,152, 3-4,3,1997
2000,BUSE,Asia MotorWorks (AMW),610, 3-4,3,1997
2000,BUSE,BharatBenz,2136, 3-4,3,1997
2000,BUSE,Mercedes-Benz,1068, 3-4,3,1997
2000,BUSE,EICHER MOTOR,1068, 3-4,3,1997
2000,BUSE,JCBL,1373, 3-4,3,1997
2000,BUSE,FOTON,1068, 3-4,3,1997
2000,BUSE,ISUZU,1983, 3-4,3,1997
2000,BUSE,BYD,305, 3-4,3,1997
2000,TWO WHEELER,Hero Honda,114308, 3-4,3,1997
2000,TWO WHEELER,Yamaha,142885, 3-4,3,1997
2000,TWO WHEELER,Bajaj,97162, 3-4,3,1997
2000,TWO WHEELER,Suzuki,171462, 3-4,3,1997
2000,TWO WHEELER,Royal Enfield,34292, 3-4,3,1997
2000,TWO WHEELER,TVS,51438, 3-4,3,1997
2000,OTHERS,JCB,4657, 3-4,3,1997
2000,OTHERS,L&T,931, 3-4,3,1997
2000,OTHERS,John Deere,6520, 3-4,3,1997
2000,OTHERS,SONALIKA,465, 3-4,3,1997
2000,OTHERS,ESCORTS,1863, 3-4,3,1997
2000,OTHERS,HITACHI,6520, 3-4,3,1997
2000,OTHERS,KOMASTU,3260, 3-4,3,1997
2000,OTHERS,XCBG,3260, 3-4,3,1997
2000,OTHERS,CATERPILLAR,4191, 3-4,3,1997
2000,OTHERS,VOLVO,3260, 3-4,3,1997
2000,TRUCK,SCANIA,473, 4-5,4,1996
2000,TRUCK,MAN,6630, 4-5,4,1996
2000,TRUCK,Tata,6630, 4-5,4,1996
2000,TRUCK,Ashok Leyland,4736, 4-5,4,1996
2000,TRUCK,VOLVO,947, 4-5,4,1996
2000,TRUCK,MAZ,3788, 4-5,4,1996
2000,TRUCK,Asia MotorWorks (AMW),6630, 4-5,4,1996
2000,TRUCK,PACCAR,7104, 4-5,4,1996
2000,TRUCK,Force Motors,473, 4-5,4,1996
2000,TRUCK,BharatBenz,5683, 4-5,4,1996
2000,TRUCK,Hindustan Motors,6157, 4-5,4,1996
2000,TRUCK,Mercedes-Benz,1420, 4-5,4,1996
2000,FOUR WHEELER,Ford ,18568, 4-5,4,1996
2000,FOUR WHEELER,Tata,5802, 4-5,4,1996
2000,FOUR WHEELER,Maruti Suzuki,10444, 4-5,4,1996
2000,FOUR WHEELER,Hyundai,17408, 4-5,4,1996
2000,FOUR WHEELER,General Motors,10444, 4-5,4,1996
2000,FOUR WHEELER,Mahindra,18568, 4-5,4,1996
2000,FOUR WHEELER,"Hero MotoCorp
",10444, 4-5,4,1996
2000,FOUR WHEELER,VOLVO,6963, 4-5,4,1996
2000,FOUR WHEELER,Force Motors,18568, 4-5,4,1996
2000,FOUR WHEELER,ISUZU,2321, 4-5,4,1996
2000,BUSE,Tata,158, 4-5,4,1996
2000,BUSE,Ashok Leyland,2212, 4-5,4,1996
2000,BUSE,SCANIA,2212, 4-5,4,1996
2000,BUSE,VOLVO,1580, 4-5,4,1996
2000,BUSE,Asia MotorWorks (AMW),316, 4-5,4,1996
2000,BUSE,BharatBenz,1264, 4-5,4,1996
2000,BUSE,Mercedes-Benz,2212, 4-5,4,1996
2000,BUSE,EICHER MOTOR,2370, 4-5,4,1996
2000,BUSE,JCBL,158, 4-5,4,1996
2000,BUSE,FOTON,1896, 4-5,4,1996
2000,BUSE,ISUZU,2054, 4-5,4,1996
2000,BUSE,BYD,474, 4-5,4,1996
2000,TWO WHEELER,Hero Honda,125012, 4-5,4,1996
2000,TWO WHEELER,Yamaha,107153, 4-5,4,1996
2000,TWO WHEELER,Bajaj,101200, 4-5,4,1996
2000,TWO WHEELER,Suzuki,154777, 4-5,4,1996
2000,TWO WHEELER,Royal Enfield,35717, 4-5,4,1996
2000,TWO WHEELER,TVS,71435, 4-5,4,1996
2000,OTHERS,JCB,11840, 4-5,4,1996
2000,OTHERS,L&T,6630, 4-5,4,1996
2000,OTHERS,John Deere,6630, 4-5,4,1996
2000,OTHERS,SONALIKA,4736, 4-5,4,1996
2000,OTHERS,ESCORTS,947, 4-5,4,1996
2000,OTHERS,HITACHI,3788, 4-5,4,1996
2000,OTHERS,KOMASTU,6630, 4-5,4,1996
2000,OTHERS,XCBG,7104, 4-5,4,1996
2000,OTHERS,CATERPILLAR,473, 4-5,4,1996
2000,OTHERS,VOLVO,5683, 4-5,4,1996
2000,TRUCK,SCANIA,897, 5-6,5,1995
2000,TRUCK,MAN,4489, 5-6,5,1995
2000,TRUCK,Tata,4938, 5-6,5,1995
2000,TRUCK,Ashok Leyland,1795, 5-6,5,1995
2000,TRUCK,VOLVO,4489, 5-6,5,1995
2000,TRUCK,MAZ,4938, 5-6,5,1995
2000,TRUCK,Asia MotorWorks (AMW),1346, 5-6,5,1995
2000,TRUCK,PACCAR,897, 5-6,5,1995
2000,TRUCK,Force Motors,4489, 5-6,5,1995
2000,TRUCK,BharatBenz,6733, 5-6,5,1995
2000,TRUCK,Hindustan Motors,3591, 5-6,5,1995
2000,TRUCK,Mercedes-Benz,4489, 5-6,5,1995
2000,FOUR WHEELER,Ford ,20260, 5-6,5,1995
2000,FOUR WHEELER,Tata,1125, 5-6,5,1995
2000,FOUR WHEELER,Maruti Suzuki,5627, 5-6,5,1995
2000,FOUR WHEELER,Hyundai,6753, 5-6,5,1995
2000,FOUR WHEELER,General Motors,12381, 5-6,5,1995
2000,FOUR WHEELER,Mahindra,21386, 5-6,5,1995
2000,FOUR WHEELER,"Hero MotoCorp
",11255, 5-6,5,1995
2000,FOUR WHEELER,VOLVO,7879, 5-6,5,1995
2000,FOUR WHEELER,Force Motors,13507, 5-6,5,1995
2000,FOUR WHEELER,ISUZU,21386, 5-6,5,1995
2000,BUSE,Tata,290, 5-6,5,1995
2000,BUSE,Ashok Leyland,1452, 5-6,5,1995
2000,BUSE,SCANIA,1597, 5-6,5,1995
2000,BUSE,VOLVO,580, 5-6,5,1995
2000,BUSE,Asia MotorWorks (AMW),1452, 5-6,5,1995
2000,BUSE,BharatBenz,1597, 5-6,5,1995
2000,BUSE,Mercedes-Benz,435, 5-6,5,1995
2000,BUSE,EICHER MOTOR,290, 5-6,5,1995
2000,BUSE,JCBL,1452, 5-6,5,1995
2000,BUSE,FOTON,2178, 5-6,5,1995
2000,BUSE,ISUZU,1161, 5-6,5,1995
2000,BUSE,BYD,1452, 5-6,5,1995
2000,TWO WHEELER,Hero Honda,171641, 5-6,5,1995
2000,TWO WHEELER,Yamaha,108706, 5-6,5,1995
2000,TWO WHEELER,Bajaj,68656, 5-6,5,1995
2000,TWO WHEELER,Suzuki,120149, 5-6,5,1995
2000,TWO WHEELER,Royal Enfield,34328, 5-6,5,1995
2000,TWO WHEELER,TVS,68656, 5-6,5,1995
2000,OTHERS,JCB,11671, 5-6,5,1995
2000,OTHERS,L&T,4489, 5-6,5,1995
2000,OTHERS,John Deere,4938, 5-6,5,1995
2000,OTHERS,SONALIKA,1795, 5-6,5,1995
2000,OTHERS,ESCORTS,4489, 5-6,5,1995
2000,OTHERS,HITACHI,4938, 5-6,5,1995
2000,OTHERS,KOMASTU,1346, 5-6,5,1995
2000,OTHERS,XCBG,897, 5-6,5,1995
2000,OTHERS,CATERPILLAR,4489, 5-6,5,1995
2000,OTHERS,VOLVO,6733, 5-6,5,1995
2000,TRUCK,SCANIA,901, 6-7,6,1994
2000,TRUCK,MAN,6760, 6-7,6,1994
2000,TRUCK,Tata,3154, 6-7,6,1994
2000,TRUCK,Ashok Leyland,3154, 6-7,6,1994
2000,TRUCK,VOLVO,1802, 6-7,6,1994
2000,TRUCK,MAZ,5408, 6-7,6,1994
2000,TRUCK,Asia MotorWorks (AMW),450, 6-7,6,1994
2000,TRUCK,PACCAR,2704, 6-7,6,1994
2000,TRUCK,Force Motors,5408, 6-7,6,1994
2000,TRUCK,BharatBenz,4507, 6-7,6,1994
2000,TRUCK,Hindustan Motors,5408, 6-7,6,1994
2000,TRUCK,Mercedes-Benz,4957, 6-7,6,1994
2000,FOUR WHEELER,Ford ,20994, 6-7,6,1994
2000,FOUR WHEELER,Tata,8047, 6-7,6,1994
2000,FOUR WHEELER,Maruti Suzuki,8864, 6-7,6,1994
2000,FOUR WHEELER,Hyundai,4653, 6-7,6,1994
2000,FOUR WHEELER,General Motors,18650, 6-7,6,1994
2000,FOUR WHEELER,Mahindra,11663, 6-7,6,1994
2000,FOUR WHEELER,"Hero MotoCorp
",5820, 6-7,6,1994
2000,FOUR WHEELER,VOLVO,4665, 6-7,6,1994
2000,FOUR WHEELER,Force Motors,11546, 6-7,6,1994
2000,FOUR WHEELER,ISUZU,22044, 6-7,6,1994
2000,BUSE,Tata,285, 6-7,6,1994
2000,BUSE,Ashok Leyland,2144, 6-7,6,1994
2000,BUSE,SCANIA,1000, 6-7,6,1994
2000,BUSE,VOLVO,1000, 6-7,6,1994
2000,BUSE,Asia MotorWorks (AMW),571, 6-7,6,1994
2000,BUSE,BharatBenz,1715, 6-7,6,1994
2000,BUSE,Mercedes-Benz,142, 6-7,6,1994
2000,BUSE,EICHER MOTOR,857, 6-7,6,1994
2000,BUSE,JCBL,1715, 6-7,6,1994
2000,BUSE,FOTON,1429, 6-7,6,1994
2000,BUSE,ISUZU,1715, 6-7,6,1994
2000,BUSE,BYD,1572, 6-7,6,1994
2000,TWO WHEELER,Hero Honda,125893, 6-7,6,1994
2000,TWO WHEELER,Yamaha,119898, 6-7,6,1994
2000,TWO WHEELER,Bajaj,77933, 6-7,6,1994
2000,TWO WHEELER,Suzuki,173852, 6-7,6,1994
2000,TWO WHEELER,Royal Enfield,35969, 6-7,6,1994
2000,TWO WHEELER,TVS,65944, 6-7,6,1994
2000,OTHERS,JCB,13521, 6-7,6,1994
2000,OTHERS,L&T,6760, 6-7,6,1994
2000,OTHERS,John Deere,3154, 6-7,6,1994
2000,OTHERS,SONALIKA,3154, 6-7,6,1994
2000,OTHERS,ESCORTS,1802, 6-7,6,1994
2000,OTHERS,HITACHI,5408, 6-7,6,1994
2000,OTHERS,KOMASTU,450, 6-7,6,1994
2000,OTHERS,XCBG,2704, 6-7,6,1994
2000,OTHERS,CATERPILLAR,5408, 6-7,6,1994
2000,OTHERS,VOLVO,4507, 6-7,6,1994
2000,TRUCK,SCANIA,6873, 7-8,7,1993
2000,TRUCK,MAN,5498, 7-8,7,1993
2000,TRUCK,Tata,6415, 7-8,7,1993
2000,TRUCK,Ashok Leyland,5498, 7-8,7,1993
2000,TRUCK,VOLVO,2291, 7-8,7,1993
2000,TRUCK,MAZ,3665, 7-8,7,1993
2000,TRUCK,Asia MotorWorks (AMW),5498, 7-8,7,1993
2000,TRUCK,PACCAR,1374, 7-8,7,1993
2000,TRUCK,Force Motors,4124, 7-8,7,1993
2000,TRUCK,BharatBenz,6873, 7-8,7,1993
2000,TRUCK,Hindustan Motors,1374, 7-8,7,1993
2000,TRUCK,Mercedes-Benz,1832, 7-8,7,1993
2000,FOUR WHEELER,Ford ,8551, 7-8,7,1993
2000,FOUR WHEELER,Tata,7330, 7-8,7,1993
2000,FOUR WHEELER,Maruti Suzuki,10995, 7-8,7,1993
2000,FOUR WHEELER,Hyundai,9773, 7-8,7,1993
2000,FOUR WHEELER,General Motors,12216, 7-8,7,1993
2000,FOUR WHEELER,Mahindra,17103, 7-8,7,1993
2000,FOUR WHEELER,"Hero MotoCorp
",10995, 7-8,7,1993
2000,FOUR WHEELER,VOLVO,1221, 7-8,7,1993
2000,FOUR WHEELER,Force Motors,29320, 7-8,7,1993
2000,FOUR WHEELER,ISUZU,14660, 7-8,7,1993
2000,BUSE,Tata,2152, 7-8,7,1993
2000,BUSE,Ashok Leyland,1721, 7-8,7,1993
2000,BUSE,SCANIA,2008, 7-8,7,1993
2000,BUSE,VOLVO,1721, 7-8,7,1993
2000,BUSE,Asia MotorWorks (AMW),717, 7-8,7,1993
2000,BUSE,BharatBenz,1147, 7-8,7,1993
2000,BUSE,Mercedes-Benz,1721, 7-8,7,1993
2000,BUSE,EICHER MOTOR,430, 7-8,7,1993
2000,BUSE,JCBL,1291, 7-8,7,1993
2000,BUSE,FOTON,2152, 7-8,7,1993
2000,BUSE,ISUZU,430, 7-8,7,1993
2000,BUSE,BYD,573, 7-8,7,1993
2000,TWO WHEELER,Hero Honda,125044, 7-8,7,1993
2000,TWO WHEELER,Yamaha,118792, 7-8,7,1993
2000,TWO WHEELER,Bajaj,56270, 7-8,7,1993
2000,TWO WHEELER,Suzuki,150053, 7-8,7,1993
2000,TWO WHEELER,Royal Enfield,62522, 7-8,7,1993
2000,TWO WHEELER,TVS,112540, 7-8,7,1993
2000,OTHERS,JCB,9164, 7-8,7,1993
2000,OTHERS,L&T,5498, 7-8,7,1993
2000,OTHERS,John Deere,6415, 7-8,7,1993
2000,OTHERS,SONALIKA,5498, 7-8,7,1993
2000,OTHERS,ESCORTS,2291, 7-8,7,1993
2000,OTHERS,HITACHI,3665, 7-8,7,1993
2000,OTHERS,KOMASTU,5498, 7-8,7,1993
2000,OTHERS,XCBG,1374, 7-8,7,1993
2000,OTHERS,CATERPILLAR,4124, 7-8,7,1993
2000,OTHERS,VOLVO,6873, 7-8,7,1993
2000,TRUCK,SCANIA,4164, 8-9,8,1992
2000,TRUCK,MAN,4164, 8-9,8,1992
2000,TRUCK,Tata,832, 8-9,8,1992
2000,TRUCK,Ashok Leyland,3748, 8-9,8,1992
2000,TRUCK,VOLVO,4164, 8-9,8,1992
2000,TRUCK,MAZ,2915, 8-9,8,1992
2000,TRUCK,Asia MotorWorks (AMW),4997, 8-9,8,1992
2000,TRUCK,PACCAR,5414, 8-9,8,1992
2000,TRUCK,Force Motors,1249, 8-9,8,1992
2000,TRUCK,BharatBenz,2915, 8-9,8,1992
2000,TRUCK,Hindustan Motors,416, 8-9,8,1992
2000,TRUCK,Mercedes-Benz,5414, 8-9,8,1992
2000,FOUR WHEELER,Ford ,11441, 8-9,8,1992
2000,FOUR WHEELER,Tata,11327, 8-9,8,1992
2000,FOUR WHEELER,Maruti Suzuki,13730, 8-9,8,1992
2000,FOUR WHEELER,Hyundai,9153, 8-9,8,1992
2000,FOUR WHEELER,General Motors,10297, 8-9,8,1992
2000,FOUR WHEELER,Mahindra,17162, 8-9,8,1992
2000,FOUR WHEELER,"Hero MotoCorp
",13730, 8-9,8,1992
2000,FOUR WHEELER,VOLVO,8009, 8-9,8,1992
2000,FOUR WHEELER,Force Motors,8810, 8-9,8,1992
2000,FOUR WHEELER,ISUZU,10068, 8-9,8,1992
2000,BUSE,Tata,1299, 8-9,8,1992
2000,BUSE,Ashok Leyland,1299, 8-9,8,1992
2000,BUSE,SCANIA,259, 8-9,8,1992
2000,BUSE,VOLVO,1169, 8-9,8,1992
2000,BUSE,Asia MotorWorks (AMW),1299, 8-9,8,1992
2000,BUSE,BharatBenz,909, 8-9,8,1992
2000,BUSE,Mercedes-Benz,1559, 8-9,8,1992
2000,BUSE,EICHER MOTOR,1689, 8-9,8,1992
2000,BUSE,JCBL,389, 8-9,8,1992
2000,BUSE,FOTON,909, 8-9,8,1992
2000,BUSE,ISUZU,129, 8-9,8,1992
2000,BUSE,BYD,1689, 8-9,8,1992
2000,TWO WHEELER,Hero Honda,118295, 8-9,8,1992
2000,TWO WHEELER,Yamaha,76892, 8-9,8,1992
2000,TWO WHEELER,Bajaj,112380, 8-9,8,1992
2000,TWO WHEELER,Suzuki,124210, 8-9,8,1992
2000,TWO WHEELER,Royal Enfield,41403, 8-9,8,1992
2000,TWO WHEELER,TVS,118295, 8-9,8,1992
2000,OTHERS,JCB,12494, 8-9,8,1992
2000,OTHERS,L&T,4164, 8-9,8,1992
2000,OTHERS,John Deere,832, 8-9,8,1992
2000,OTHERS,SONALIKA,3748, 8-9,8,1992
2000,OTHERS,ESCORTS,4164, 8-9,8,1992
2000,OTHERS,HITACHI,2915, 8-9,8,1992
2000,OTHERS,KOMASTU,4997, 8-9,8,1992
2000,OTHERS,XCBG,5414, 8-9,8,1992
2000,OTHERS,CATERPILLAR,1249, 8-9,8,1992
2000,OTHERS,VOLVO,2915, 8-9,8,1992
2000,TRUCK,SCANIA,6275, 9-10,9,1991
2000,TRUCK,MAN,5020, 9-10,9,1991
2000,TRUCK,Tata,2091, 9-10,9,1991
2000,TRUCK,Ashok Leyland,5439, 9-10,9,1991
2000,TRUCK,VOLVO,4602, 9-10,9,1991
2000,TRUCK,MAZ,4183, 9-10,9,1991
2000,TRUCK,Asia MotorWorks (AMW),4602, 9-10,9,1991
2000,TRUCK,PACCAR,836, 9-10,9,1991
2000,TRUCK,Force Motors,2510, 9-10,9,1991
2000,TRUCK,BharatBenz,5857, 9-10,9,1991
2000,TRUCK,Hindustan Motors,1673, 9-10,9,1991
2000,TRUCK,Mercedes-Benz,6275, 9-10,9,1991
2000,FOUR WHEELER,Ford ,19998, 9-10,9,1991
2000,FOUR WHEELER,Tata,4705, 9-10,9,1991
2000,FOUR WHEELER,Maruti Suzuki,10587, 9-10,9,1991
2000,FOUR WHEELER,Hyundai,12940, 9-10,9,1991
2000,FOUR WHEELER,General Motors,4705, 9-10,9,1991
2000,FOUR WHEELER,Mahindra,22351, 9-10,9,1991
2000,FOUR WHEELER,"Hero MotoCorp
",4705, 9-10,9,1991
